Are you self-employed?,How many employees?,Is employer primarily a tech company?,Are mental health benefits provided as part of healthcare?,Do employer provide resources related to mental health concerns?,What reason would you provide for asking a leave for mental health issue? ,Does discussion with employer about mental health issues have negative consequence?,Does discussion with employer about physical health issues have negative consequence?,Feel comfortable discussing mental health issues with co-worker?,Feel comfortable discussing mental health issues with direct supervisor?,Aware of local/online resources to seek help for mental health issue?,Is the productivity affected by mental health issue?,What percentage of time is affected by mental health issue?,Do you currently have a mental health disorder?,What condition(s) of mental health issue have you been diagnosed with?,Have you sought help from professional for mental health issue?,Do you feel mental health issue interferes with work when being treated?,Do you feel mental health issue interferes with work when not being treated?,What is your age?,What is your gender?,What country do you live in?,Do you work remotely?,Is your primary role within your company related to tech/IT?,Do you know options for mental health care under employer-provided coverage?  ,Has your employer ever formally discussed mental health?,Is anonymity protected for treatment of mental health issues under employer benefits?,Do employer treat mental health and physical health equally?,Do you have private/state medical coverage for treatment of mental health issues?,Does being identified as a person with mental health issue would hurt your career?,Do you have a family history of mental illness?
1,,,,,,,,,,I know some,Yes,1-25%,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Post-traumatic Stress Disorder",1,Not applicable to me,Sometimes,36,Male,United States of America,Sometimes,,,,,,1.0,Maybe,Yes
0,More than 1000,0.0,Not eligible for coverage,No,Somewhat difficult,No,No,Yes,Yes,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Personality Disorder (Borderline, Antisocial, Paranoid, etc)|Addictive Disorder",1,Rarely,Often,28,Male,United States of America,Sometimes,1.0,I am not sure,No,I don't know,I don't know,,Maybe,Yes
0,100-500,1.0,I don't know,Yes,I don't know,Yes,Maybe,No,No,,,,No,,0,Not applicable to me,Not applicable to me,40,Male,United States of America,Always,,No,No,Yes,I don't know,,"Yes, I think it would",No
0,26-100,1.0,Yes,Yes,Very easy,No,No,Yes,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Eating Disorder (Anorexia, Bulimia, etc)",1,Sometimes,Often,35,Female,United States of America,Sometimes,,Yes,Yes,Yes,Yes,,Maybe,I don't know
0,100-500,1.0,Yes,No,Somewhat difficult,Yes,No,No,No,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)",1,Rarely,Often,38,Male,United States of America,Never,,Yes,No,I don't know,No,,"Yes, I think it would",Yes
0,100-500,1.0,Yes,No,I don't know,Yes,Maybe,No,Maybe,,,,Maybe,,1,Sometimes,Often,29,Male,United States of America,Always,,I am not sure,No,I don't know,I don't know,,"Yes, I think it would",Yes
1,,,,,,,,,,"No, I don't know any",No,,No,,0,Not applicable to me,Not applicable to me,43,Male,Netherlands,Sometimes,,,,,,1.0,"Yes, I think it would",No
0,500-1000,1.0,Yes,I don't know,Somewhat easy,Maybe,Maybe,Yes,Yes,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Rarely,Often,31,Female,United States of America,Always,,No,No,I don't know,I don't know,,"Yes, I think it would",Yes
0,100-500,1.0,No,No,Somewhat difficult,Yes,No,Maybe,Maybe,,,,No,,0,Not applicable to me,Not applicable to me,45,Male,United States of America,Sometimes,,No,No,I don't know,No,,"Yes, I think it would",No
0,100-500,1.0,I don't know,I don't know,Somewhat easy,No,No,Maybe,Maybe,,,,Maybe,,0,Not applicable to me,Sometimes,26,Male,United States of America,Sometimes,,I am not sure,No,I don't know,No,,"No, it has not",Yes
0,100-500,1.0,Yes,Yes,Very easy,No,No,Yes,Yes,,,,No,,0,Not applicable to me,Not applicable to me,42,Male,United States of America,Always,,Yes,Yes,Yes,Yes,,Maybe,No
0,100-500,1.0,Yes,Yes,Somewhat easy,No,No,Maybe,Yes,,,,No,,0,Not applicable to me,Not applicable to me,28,Female,United States of America,Always,,I am not sure,Yes,Yes,Yes,,Maybe,No
0,6-25,1.0,Not eligible for coverage,No,I don't know,Maybe,No,Yes,Maybe,,,,No,,0,Not applicable to me,Not applicable to me,28,Male,United Kingdom,Sometimes,,,No,I don't know,I don't know,,Maybe,Yes
0,100-500,1.0,Yes,Yes,I don't know,Maybe,Yes,Yes,Maybe,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder|Post-traumatic Stress Disorder",1,Sometimes,Often,39,Female,United States of America,Sometimes,,No,Yes,I don't know,Yes,,Maybe,Yes
0,6-25,1.0,Yes,No,Somewhat easy,Maybe,Maybe,Maybe,Maybe,,,,No,,1,Rarely,Rarely,34,Male,United States of America,Sometimes,,I am not sure,No,Yes,Yes,,"No, it has not",No
0,26-100,1.0,I don't know,Yes,Somewhat easy,No,No,Yes,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",1,Sometimes,Often,28,Female,United States of America,Always,,No,No,I don't know,Yes,,Maybe,Yes
0,500-1000,1.0,Yes,I don't know,Somewhat easy,Maybe,Maybe,Maybe,Yes,,,,No,,0,Not applicable to me,Not applicable to me,35,Female,United States of America,Sometimes,,Yes,I don't know,Yes,Yes,,"Yes, I think it would",No
0,6-25,1.0,I don't know,No,Neither easy nor difficult,No,No,Maybe,Yes,,,,No,,0,Not applicable to me,Not applicable to me,42,Male,Canada,Sometimes,,I am not sure,No,Yes,Yes,,Maybe,No
0,6-25,1.0,Yes,I don't know,Somewhat easy,No,No,Yes,Yes,,,,Yes,Traumatic Brain Injury,1,Rarely,Often,99,Other,United States of America,Sometimes,,No,No,Yes,Yes,,Maybe,Yes
1,,,,,,,,,,"Yes, I know several",Unsure,,Maybe,,1,Sometimes,Often,29,Male,United Kingdom,Always,,,,,,1.0,"No, I don't think it would",No
1,,,,,,,,,,I know some,No,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Dissociative Disorder",1,Rarely,Sometimes,34,Male,Finland,Sometimes,,,,,,1.0,Maybe,I don't know
0,26-100,1.0,Yes,I don't know,I don't know,Maybe,No,Maybe,Maybe,,,,No,,0,Not applicable to me,Not applicable to me,28,Male,Canada,Always,,I am not sure,No,I don't know,I don't know,,Maybe,Yes
0,500-1000,1.0,I don't know,No,Very easy,Maybe,No,No,No,,,,No,,0,Never,Rarely,22,Female,Russia,Sometimes,,No,Yes,I don't know,Yes,,Maybe,No
0,26-100,1.0,Yes,Yes,Neither easy nor difficult,Yes,Maybe,Maybe,Maybe,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",1,Rarely,Often,28,Female,United States of America,Sometimes,,Yes,No,Yes,No,,"Yes, it has",Yes
1,,,,,,,,,,"Yes, I know several",Yes,26-50%,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Eating Disorder (Anorexia, Bulimia, etc)|Attention Deficit Hyperactivity Disorder",1,Sometimes,Often,26,Female,United States of America,Always,,,,,,1.0,Maybe,Yes
0,More than 1000,0.0,Yes,Yes,I don't know,Maybe,Maybe,Maybe,Maybe,,,,Maybe,,1,Not applicable to me,Sometimes,21,Female,Australia,Never,1.0,I am not sure,Yes,Yes,I don't know,,"No, I don't think it would",Yes
0,26-100,1.0,No,No,Somewhat easy,Yes,Maybe,Yes,Maybe,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Addictive Disorder",1,Rarely,Often,38,Male,Netherlands,Never,,No,No,No,No,,"Yes, it has",Yes
0,More than 1000,0.0,Yes,Yes,Somewhat easy,No,No,Maybe,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Attention Deficit Hyperactivity Disorder",1,Sometimes,Often,33,Male,United States of America,Sometimes,1.0,Yes,Yes,I don't know,Yes,,"Yes, I think it would",Yes
0,100-500,1.0,Yes,Yes,Very easy,No,No,Maybe,Yes,,,,Yes,Addictive Disorder,1,Rarely,Sometimes,28,Female,United States of America,Sometimes,,I am not sure,Yes,Yes,I don't know,,"Yes, I think it would",Yes
0,26-100,1.0,Yes,Yes,Very easy,No,No,Maybe,Maybe,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder|Substance Use Disorder",1,Sometimes,Often,32,Male,United States of America,Sometimes,,Yes,Yes,Yes,Yes,,Maybe,I don't know
0,1-5,1.0,Not eligible for coverage,No,Somewhat difficult,Yes,Maybe,No,No,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Eating Disorder (Anorexia, Bulimia, etc)",1,Sometimes,Often,24,Female,Australia,Sometimes,,,No,I don't know,I don't know,,Maybe,I don't know
0,500-1000,1.0,I don't know,I don't know,Somewhat easy,Maybe,No,Maybe,No,,,,Maybe,,1,Sometimes,Often,35,Male,United States of America,Always,,I am not sure,No,I don't know,No,,Maybe,Yes
1,,,,,,,,,,"No, I don't know any",Yes,1-25%,No,,0,Sometimes,Not applicable to me,41,Male,United States of America,Sometimes,,,,,,0.0,"Yes, I think it would",No
1,,,,,,,,,,I know some,Not applicable to me,,No,,1,Not applicable to me,Not applicable to me,38,Female,United States of America,Always,,,,,,1.0,Maybe,Yes
0,More than 1000,1.0,I don't know,I don't know,Somewhat difficult,Yes,Yes,Maybe,No,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Post-traumatic Stress Disorder",1,Rarely,Often,24,Female,United States of America,Sometimes,,I am not sure,No,I don't know,No,,"Yes, I think it would",Yes
0,100-500,1.0,Yes,I don't know,Very easy,No,No,Yes,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Rarely,Often,30,Male,United States of America,Sometimes,,Yes,No,I don't know,I don't know,,"No, it has not",Yes
0,100-500,1.0,Yes,Yes,I don't know,Yes,Yes,No,No,,,,No,,0,Never,Often,47,Female,United States of America,Sometimes,,Yes,I don't know,Yes,I don't know,,"Yes, I think it would",No
0,More than 1000,1.0,Yes,Yes,Somewhat easy,Maybe,No,No,No,,,,No,,0,Not applicable to me,Not applicable to me,26,Female,United States of America,Never,,I am not sure,I don't know,Yes,I don't know,,"Yes, I think it would",No
0,100-500,1.0,Yes,I don't know,Somewhat easy,No,No,No,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)",1,Sometimes,Often,32,Male,United States of America,Always,,Yes,No,I don't know,Yes,,"Yes, I think it would",I don't know
0,100-500,1.0,I don't know,Yes,Neither easy nor difficult,Maybe,No,No,Maybe,,,,Maybe,,0,Sometimes,Sometimes,32,Male,United States of America,Sometimes,,No,No,I don't know,I don't know,,"Yes, I think it would",Yes
0,500-1000,1.0,I don't know,Yes,Somewhat easy,No,No,Yes,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Not applicable to me,Often,37,Male,United States of America,Always,,No,I don't know,I don't know,Yes,,"No, it has not",I don't know
1,,,,,,,,,,"No, I don't know any",Yes,1-25%,No,,0,Not applicable to me,Not applicable to me,33,Male,Netherlands,Sometimes,,,,,,1.0,Maybe,No
0,6-25,1.0,No,No,Somewhat easy,No,No,No,Maybe,,,,Maybe,,0,Not applicable to me,Not applicable to me,28,Female,United Kingdom,Sometimes,,,No,I don't know,Yes,,Maybe,I don't know
0,26-100,1.0,I don't know,I don't know,Somewhat easy,Maybe,Maybe,Maybe,No,,,,No,,1,Not applicable to me,Not applicable to me,22,Male,Netherlands,Never,,No,Yes,Yes,Yes,,Maybe,No
0,500-1000,1.0,I don't know,Yes,Somewhat easy,No,Maybe,Maybe,Maybe,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder|Personality Disorder (Borderline, Antisocial, Paranoid, etc)|Obsessive-Compulsive Disorder|Post-traumatic Stress Disorder",1,Never,Rarely,30,Male,United States of America,Sometimes,,I am not sure,Yes,I don't know,Yes,,Maybe,Yes
1,,,,,,,,,,I know some,Yes,1-25%,No,,1,Sometimes,Often,42,Female,United States of America,Always,,,,,,1.0,"No, it has not",Yes
0,100-500,1.0,Yes,I don't know,Somewhat easy,Maybe,No,Maybe,Maybe,,,,No,,0,Not applicable to me,Not applicable to me,34,Male,United States of America,Never,,I am not sure,No,Yes,I don't know,,"Yes, I think it would",I don't know
0,6-25,1.0,Yes,No,Very easy,Maybe,No,No,Yes,,,,Maybe,,1,Rarely,Often,32,Male,United States of America,Sometimes,,Yes,No,Yes,Yes,,"Yes, I think it would",No
0,100-500,1.0,No,No,Somewhat easy,Maybe,Maybe,Yes,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)",1,Sometimes,Sometimes,37,Male,United Kingdom,Always,,No,No,I don't know,I don't know,,"Yes, it has",Yes
1,,,,,,,,,,"Yes, I know several",Yes,26-50%,No,,1,Rarely,Sometimes,31,Female,United States of America,Always,,,,,,0.0,"Yes, I think it would",Yes
0,26-100,1.0,I don't know,No,Very easy,Yes,Maybe,Maybe,Maybe,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Never,Often,31,Male,United States of America,Always,,No,Yes,I don't know,Yes,,"Yes, I think it would",Yes
0,26-100,0.0,No,No,Very easy,Maybe,No,Maybe,Maybe,,,,No,,0,Not applicable to me,Not applicable to me,26,Male,Colombia,Always,1.0,I am not sure,No,I don't know,I don't know,,"Yes, it has",I don't know
1,,,,,,,,,,I know some,Yes,26-50%,Maybe,,0,Sometimes,Sometimes,30,Male,United States of America,Sometimes,,,,,,0.0,Maybe,I don't know
0,100-500,1.0,Yes,I don't know,I don't know,Maybe,No,Maybe,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Attention Deficit Hyperactivity Disorder|Obsessive-Compulsive Disorder",1,Rarely,Often,36,Male,United States of America,Sometimes,,Yes,No,I don't know,No,,"Yes, I think it would",Yes
0,100-500,1.0,Yes,No,I don't know,Maybe,No,No,No,,,,No,,1,Not applicable to me,Not applicable to me,38,Male,United States of America,Always,,No,No,I don't know,I don't know,,"Yes, I think it would",Yes
0,26-100,1.0,Yes,No,Somewhat easy,No,No,Yes,Maybe,,,,Yes,Attention Deficit Hyperactivity Disorder,1,Never,Often,24,Male,United States of America,Sometimes,,Yes,No,I don't know,I don't know,,Maybe,No
0,100-500,1.0,I don't know,I don't know,Somewhat difficult,Maybe,Maybe,No,Maybe,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)",0,Never,Rarely,26,Male,United States of America,Sometimes,,No,No,I don't know,I don't know,,Maybe,I don't know
0,More than 1000,1.0,Yes,I don't know,I don't know,Maybe,No,Maybe,Yes,,,,Maybe,,1,Rarely,Sometimes,37,Male,United States of America,Never,,I am not sure,Yes,I don't know,I don't know,,"Yes, I think it would",Yes
0,26-100,1.0,I don't know,No,Neither easy nor difficult,No,No,Maybe,Maybe,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)",1,Rarely,Sometimes,27,Female,United Kingdom,Never,,I am not sure,No,I don't know,No,,Maybe,Yes
1,,,,,,,,,,"No, I don't know any",No,,No,,1,Rarely,Rarely,32,Male,Switzerland,Always,,,,,,1.0,Maybe,No
0,26-100,1.0,Yes,I don't know,Very easy,No,No,Yes,Yes,,,,No,,1,Never,Sometimes,32,Male,Netherlands,Never,,I am not sure,Yes,Yes,Yes,,"No, I don't think it would",No
0,6-25,0.0,Yes,Yes,Neither easy nor difficult,No,No,Yes,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Stress Response Syndromes|Substance Use Disorder",1,Rarely,Sometimes,30,Male,Netherlands,Never,1.0,I am not sure,No,No,Yes,,"No, I don't think it would",I don't know
0,26-100,1.0,No,No,Very difficult,No,No,Yes,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Personality Disorder (Borderline, Antisocial, Paranoid, etc)|Obsessive-Compulsive Disorder",1,Sometimes,Sometimes,26,Female,Germany,Always,,No,Yes,I don't know,Yes,,"Yes, I think it would",No
1,,,,,,,,,,"Yes, I know several",Yes,1-25%,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Gender Dysphoria",1,Sometimes,Often,27,Female,United Kingdom,Never,,,,,,0.0,"No, I don't think it would",Yes
1,,,,,,,,,,"Yes, I know several",No,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)",1,Never,Often,27,Male,Netherlands,Always,,,,,,1.0,"Yes, I think it would",I don't know
0,26-100,1.0,Not eligible for coverage,No,I don't know,No,No,Maybe,Yes,,,,Maybe,,1,Not applicable to me,Sometimes,29,Male,Colombia,Always,,No,No,I don't know,I don't know,,Maybe,Yes
0,26-100,1.0,Yes,Yes,I don't know,Maybe,Maybe,Yes,Maybe,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Often,26,Other,Germany,Never,,Yes,Yes,I don't know,I don't know,,"Yes, I think it would",Yes
0,100-500,1.0,Yes,No,Somewhat difficult,No,No,Maybe,Maybe,,,,No,,0,Not applicable to me,Not applicable to me,23,Female,United States of America,Never,,I am not sure,No,I don't know,No,,"Yes, I think it would",No
0,100-500,1.0,Yes,Yes,Somewhat easy,No,No,Yes,Yes,,,,No,,1,Rarely,Sometimes,30,Male,United States of America,Sometimes,,Yes,Yes,Yes,Yes,,"No, I don't think it would",Yes
0,More than 1000,0.0,Yes,Yes,Somewhat difficult,Maybe,Maybe,No,No,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Asperges",0,Not applicable to me,Sometimes,40,Male,United States of America,Sometimes,1.0,No,I don't know,I don't know,No,,Maybe,Yes
0,100-500,1.0,I don't know,I don't know,Very difficult,Maybe,Maybe,No,No,,,,Maybe,,1,Sometimes,Sometimes,46,Male,United States of America,Sometimes,,I am not sure,No,I don't know,I don't know,,"Yes, I think it would",I don't know
0,26-100,1.0,I don't know,I don't know,I don't know,No,No,Yes,Yes,,,,No,,0,Not applicable to me,Not applicable to me,26,Male,United States of America,Sometimes,,I am not sure,No,I don't know,I don't know,,Maybe,No
0,More than 1000,1.0,Yes,Yes,I don't know,Maybe,No,No,No,,,,No,,0,Not applicable to me,Not applicable to me,30,Male,United States of America,Sometimes,,Yes,Yes,Yes,I don't know,,"Yes, I think it would",I don't know
0,100-500,1.0,No,No,I don't know,Yes,Maybe,No,No,,,,No,,0,Not applicable to me,Not applicable to me,27,Female,Canada,Always,,No,No,I don't know,I don't know,,"Yes, I think it would",No
1,,,,,,,,,,"Yes, I know several",Yes,1-25%,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Rarely,Sometimes,35,Male,United States of America,Always,,,,,,1.0,"Yes, I think it would",Yes
0,26-100,1.0,Yes,Yes,Neither easy nor difficult,Maybe,No,Maybe,No,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Rarely,Often,26,Other,United States of America,Sometimes,,Yes,No,I don't know,No,,"Yes, I think it would",Yes
0,100-500,1.0,I don't know,I don't know,Somewhat easy,No,No,Yes,Yes,,,,No,,0,Not applicable to me,Not applicable to me,35,Male,Australia,Always,,No,I don't know,I don't know,I don't know,,Maybe,Yes
0,26-100,0.0,I don't know,No,Somewhat easy,No,No,Maybe,Maybe,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Rarely,Sometimes,29,Male,Netherlands,Never,1.0,I am not sure,No,I don't know,Yes,,Maybe,Yes
0,100-500,1.0,I don't know,Yes,Very easy,No,No,Yes,Yes,,,,No,,1,Not applicable to me,Not applicable to me,34,Male,United Kingdom,Sometimes,,,Yes,Yes,Yes,,"No, I don't think it would",No
1,,,,,,,,,,"No, I don't know any",No,,No,,0,Not applicable to me,Often,27,Male,United States of America,Sometimes,,,,,,0.0,"Yes, I think it would",No
0,100-500,1.0,No,No,I don't know,Maybe,No,Maybe,No,,,,Maybe,,0,Not applicable to me,Sometimes,39,Male,United Kingdom,Sometimes,,,No,Yes,I don't know,,Maybe,No
0,100-500,1.0,I don't know,I don't know,Somewhat easy,No,No,Yes,Yes,,,,No,,0,Not applicable to me,Not applicable to me,27,Male,United Kingdom,Sometimes,,,I don't know,I don't know,Yes,,Maybe,No
0,500-1000,1.0,No,No,Somewhat easy,No,No,Maybe,Yes,,,,No,,1,Sometimes,Often,31,Male,Czech Republic,Sometimes,,No,No,I don't know,I don't know,,Maybe,No
0,26-100,0.0,No,No,Somewhat difficult,Maybe,No,No,Yes,,,,No,,0,Not applicable to me,Not applicable to me,26,Male,United Kingdom,Never,1.0,No,No,I don't know,No,,"Yes, I think it would",No
0,26-100,1.0,Yes,I don't know,Neither easy nor difficult,Maybe,Maybe,Yes,Maybe,,,,Maybe,,1,Sometimes,Sometimes,44,Male,United States of America,Always,,No,No,Yes,I don't know,,"Yes, I think it would",Yes
0,100-500,1.0,Yes,No,Neither easy nor difficult,Maybe,No,Maybe,Maybe,,,,No,,0,Not applicable to me,Not applicable to me,27,Male,United States of America,Sometimes,,No,I don't know,I don't know,I don't know,,"Yes, I think it would",No
0,100-500,0.0,Yes,No,Somewhat easy,No,No,Maybe,Yes,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",1,Never,Sometimes,57,Female,United States of America,Sometimes,1.0,I am not sure,No,I don't know,I don't know,,Maybe,Yes
1,,,,,,,,,,"No, I don't know any",Yes,1-25%,No,,0,Not applicable to me,Not applicable to me,34,Male,Canada,Sometimes,,,,,,1.0,Maybe,I don't know
1,,,,,,,,,,"Yes, I know several",Yes,1-25%,Yes,Obsessive-Compulsive Disorder,1,Rarely,Sometimes,38,Male,United States of America,Sometimes,,,,,,1.0,Maybe,Yes
1,,,,,,,,,,I know some,Yes,26-50%,Maybe,,1,Not applicable to me,Often,55,Male,United States of America,Always,,,,,,1.0,Maybe,I don't know
1,,,,,,,,,,I know some,Yes,51-75%,Maybe,,1,Rarely,Often,28,Male,Costa Rica,Sometimes,,,,,,0.0,"Yes, it has",Yes
0,More than 1000,0.0,I don't know,No,Neither easy nor difficult,Yes,No,No,Maybe,,,,Maybe,,1,Often,Sometimes,35,Male,United States of America,Never,1.0,I am not sure,No,No,I don't know,,Maybe,I don't know
0,100-500,1.0,Yes,I don't know,Somewhat difficult,Maybe,Maybe,Maybe,No,,,,Yes,Attention Deficit Hyperactivity Disorder|PTSD (undiagnosed),1,Often,Often,26,Male,United States of America,Always,,No,No,I don't know,Yes,,"Yes, I think it would",I don't know
0,6-25,1.0,I don't know,Yes,Very easy,No,No,Maybe,Yes,,,,Maybe,,0,Not applicable to me,Not applicable to me,22,Female,United States of America,Never,,I am not sure,Yes,Yes,Yes,,Maybe,No
0,100-500,1.0,I don't know,I don't know,Somewhat easy,Maybe,Maybe,Maybe,Maybe,,,,No,,0,Not applicable to me,Not applicable to me,31,Male,United States of America,Sometimes,,I am not sure,No,I don't know,I don't know,,"Yes, I think it would",No
0,26-100,1.0,I don't know,No,Somewhat difficult,Maybe,Maybe,No,No,,,,No,,1,Not applicable to me,Not applicable to me,31,Male,United Kingdom,Never,,No,No,No,I don't know,,Maybe,No
1,,,,,,,,,,"Yes, I know several",Not applicable to me,,No,,0,Not applicable to me,Not applicable to me,40,Male,Germany,Sometimes,,,,,,1.0,"Yes, I think it would",No
0,More than 1000,0.0,Yes,Yes,Neither easy nor difficult,Maybe,No,Maybe,Yes,,,,Yes,Post-traumatic Stress Disorder|Stress Response Syndromes,1,Sometimes,Sometimes,26,Male,United States of America,Sometimes,1.0,Yes,No,Yes,No,,Maybe,No
0,1-5,1.0,No,No,Very difficult,Yes,No,No,No,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Personality Disorder (Borderline, Antisocial, Paranoid, etc)|Post-traumatic Stress Disorder|Substance Use Disorder|Addictive Disorder",1,Sometimes,Sometimes,36,Male,United States of America,Sometimes,,,No,No,I don't know,,"Yes, it has",Yes
